incident_id,latitude,longitude,road_type,road_name,total_lanes,lanes_blocked,incident_type,severity_factor,hour,minute,day_of_week,day_of_week_name,month,duration_minutes,timestamp,impact_score,priority,clf,tvf,tf,lf,isf,predicted_queue_km,predicted_vhl,predicted_recovery_min,cluster
INC-0236,6.805691,79.926754,residential,Jaya Mawatha,2,1,battery_dead,0.3,18,17,4,Friday,9,37,2026-09-23T18:17:00,4.9,MEDIUM,0.5,0.4,1.0,0.15,0.3,0.52,6.5,12.5,-1
INC-0237,6.837421,79.981668,motorway,Southern Expressway,2,1,engine_failure,0.7,19,10,5,Saturday,11,51,2026-11-03T19:10:00,5.8,HIGH,0.5,0.427,0.45,1.0,0.7,0.0,0.0,0.0,12
INC-0238,6.891091,79.879079,primary,Nawala Road,2,1,engine_failure,0.7,0,46,1,Tuesday,9,65,2026-09-20T00:46:00,3.6,MEDIUM,0.5,0.043,0.05,0.7,0.7,0.0,0.0,0.0,20
INC-0239,6.83585,79.932459,secondary,Piliyandala-Maharagama Road,2,1,battery_dead,0.3,9,2,4,Friday,9,32,2026-09-15T09:02:00,5.6,HIGH,0.5,0.595,0.85,0.5,0.3,0.97,12.2,58.3,-1
INC-0240,6.861172,79.864245,primary,Anagarika Dharmapala Mawatha (Allen Avenue),2,1,overheating,0.5,19,38,4,Friday,12,24,2026-12-13T19:38:00,6.1,HIGH,0.5,0.637,0.75,0.7,0.5,1.67,33.3,40.0,7
INC-0241,6.875237,79.859923,primary,Wellawatta Station Road,2,2,accident_major,1.0,19,26,3,Thursday,11,159,2026-11-02T19:26:00,8.1,CRITICAL,1.0,0.637,0.75,0.7,1.0,15.0,900.0,180.0,-1
INC-0242,6.822326,79.871619,trunk,Galle Road,3,1,accident_minor,0.5,11,29,4,Friday,11,43,2026-11-20T11:29:00,5.2,HIGH,0.333,0.495,0.55,0.85,0.5,0.0,0.0,0.0,-1
INC-0243,6.832771,80.148946,secondary,Ihala Bope-Labugama Road,2,1,engine_failure,0.7,5,37,1,Tuesday,9,69,2026-09-19T05:37:00,3.6,MEDIUM,0.5,0.105,0.15,0.5,0.7,0.0,0.0,0.0,-1
INC-0244,6.809365,79.938683,secondary,Piliyandala-Maharagama Road,2,1,battery_dead,0.3,22,13,4,Friday,11,31,2026-11-28T22:13:00,3.0,MEDIUM,0.5,0.105,0.15,0.5,0.3,0.0,0.0,0.0,-1
INC-0245,6.894168,79.877099,trunk,Elvitigala Mawatha,3,1,engine_failure,0.7,19,13,1,Tuesday,5,26,2026-05-04T19:13:00,6.3,HIGH,0.333,0.675,0.75,0.85,0.7,1.25,37.5,20.0,20
INC-0246,6.854772,79.891671,primary,Colombo-Piliyandala-Horana Road,1,1,accident_minor,0.5,9,58,4,Friday,9,41,2026-09-04T09:58:00,7.8,HIGH,1.0,0.722,0.85,0.7,0.5,6.38,143.4,180.0,-1
INC-0247,6.863498,79.978132,motorway,Outer Circular Highway,2,1,battery_dead,0.3,19,45,2,Wednesday,8,21,2026-08-23T19:45:00,6.5,HIGH,0.5,0.712,0.75,1.0,0.3,1.91,23.9,25.0,4
INC-0248,6.911413,79.872631,trunk,Horton Place,2,1,engine_failure,0.7,9,45,5,Saturday,5,74,2026-05-05T09:45:00,5.7,HIGH,0.5,0.459,0.51,0.85,0.7,0.15,4.5,1.2,17
INC-0249,6.864971,79.85958,primary,Marine Drive,2,1,flat_tire,0.3,14,52,0,Monday,9,19,2026-09-04T14:52:00,5.0,HIGH,0.5,0.468,0.55,0.7,0.3,0.25,3.8,3.3,7
INC-0250,6.927819,79.862714,primary,T. B. Jayah Mawatha,3,1,engine_failure,0.7,8,21,3,Thursday,3,58,2026-03-06T08:21:00,7.1,HIGH,0.333,0.85,1.0,0.7,0.7,3.33,100.0,30.0,-1
INC-0251,6.858238,80.022856,unclassified,Unknown,2,2,accident_major,1.0,8,6,0,Monday,4,112,2026-04-22T08:06:00,7.5,HIGH,1.0,0.5,1.0,0.2,1.0,6.67,400.0,60.0,-1
INC-0252,6.838749,79.978833,trunk,High Level Road,4,1,overheating,0.5,9,37,0,Monday,9,19,2026-09-18T09:37:00,6.3,HIGH,0.25,0.765,0.85,0.85,0.5,1.0,20.0,26.7,12
INC-0253,6.910832,79.86493,unclassified,Unknown,2,1,accident_minor,0.5,6,7,1,Tuesday,10,76,2026-10-01T06:07:00,3.8,MEDIUM,0.5,0.225,0.45,0.2,0.5,0.0,0.0,0.0,-1
INC-0254,6.813902,79.973909,tertiary,Kottawa-Mattegoda,2,1,accident_minor,0.5,12,19,1,Tuesday,6,38,2026-06-17T12:19:00,4.7,MEDIUM,0.5,0.358,0.65,0.35,0.5,0.56,12.7,19.3,-1
INC-0255,6.845099,79.940246,trunk,High Level Road,2,1,flat_tire,0.3,6,59,1,Tuesday,7,25,2026-07-21T06:59:00,4.9,MEDIUM,0.5,0.405,0.45,0.85,0.3,0.0,0.0,0.0,19
INC-0256,6.891771,80.088599,trunk,High Level Road,1,1,flat_tire,0.3,9,23,0,Monday,9,17,2026-09-17T09:23:00,7.8,HIGH,1.0,0.765,0.85,0.85,0.3,6.38,95.6,170.0,-1
INC-0257,6.859124,80.106745,residential,Unknown,2,1,engine_failure,0.7,14,40,0,Monday,11,52,2026-11-14T14:40:00,4.2,MEDIUM,0.5,0.22,0.55,0.15,0.7,0.12,3.8,6.7,-1
INC-0258,6.927459,80.114833,trunk,High Level Road,2,1,engine_failure,0.7,12,11,5,Saturday,5,48,2026-05-13T12:11:00,5.2,HIGH,0.5,0.351,0.39,0.85,0.7,0.0,0.0,0.0,-1
INC-0259,6.886261,79.86531,trunk,Sri Sambuddhatwa Jayanthi Mawatha (Havelock Road),2,1,engine_failure,0.7,18,38,6,Sunday,5,53,2026-05-08T18:38:00,5.3,HIGH,0.5,0.36,0.4,0.85,0.7,0.0,0.0,0.0,-1
INC-0260,6.883537,80.012239,tertiary,Mullegama Road,2,2,accident_major,1.0,18,35,2,Wednesday,3,140,2026-03-15T18:35:00,7.9,HIGH,1.0,0.55,1.0,0.35,1.0,10.0,600.0,60.0,-1
INC-0261,6.853033,80.037288,trunk,High Level Road,2,1,fuel_empty,0.2,7,57,1,Tuesday,9,27,2026-09-07T07:57:00,6.2,HIGH,0.5,0.72,0.8,0.85,0.2,1.5,15.0,30.0,6
INC-0262,6.931076,79.842164,trunk,Galle Face Centre Road,2,1,battery_dead,0.3,16,13,3,Thursday,6,34,2026-06-09T16:13:00,6.4,HIGH,0.5,0.72,0.8,0.85,0.3,1.88,23.4,37.5,10
INC-0263,6.938484,79.874763,trunk,Sri Saddharma Mawatha,2,1,battery_dead,0.3,18,26,4,Friday,6,12,2026-06-03T18:26:00,7.2,HIGH,0.5,0.9,1.0,0.85,0.3,3.12,39.1,12.5,21
INC-0264,6.836488,79.897997,tertiary,Abeyratna Mawatha,2,1,accident_minor,0.5,16,25,5,Saturday,1,36,2026-01-25T16:25:00,4.1,MEDIUM,0.5,0.264,0.48,0.35,0.5,0.0,0.0,0.0,-1
INC-0265,6.845131,79.942975,trunk,High Level Road,2,2,accident_major,1.0,19,53,5,Saturday,4,160,2026-04-03T19:53:00,7.2,HIGH,1.0,0.405,0.45,0.85,1.0,13.5,810.0,98.2,19
INC-0266,6.905096,80.030356,secondary,Habarakada-Ranala Road,2,1,accident_minor,0.5,8,31,5,Saturday,12,46,2026-12-12T08:31:00,5.0,HIGH,0.5,0.42,0.6,0.5,0.5,0.5,11.2,11.2,-1
INC-0267,6.927791,80.11499,trunk,High Level Road,2,1,engine_failure,0.7,9,47,0,Monday,11,70,2026-11-25T09:47:00,7.2,HIGH,0.5,0.765,0.85,0.85,0.7,5.25,157.5,140.0,-1
INC-0268,6.881565,79.896354,secondary,Pagoda Road,2,1,accident_minor,0.5,8,6,0,Monday,8,12,2026-08-01T08:06:00,6.5,HIGH,0.5,0.7,1.0,0.5,0.5,2.5,56.2,22.5,-1
INC-0269,6.886564,79.865175,trunk,Sri Sambuddhatwa Jayanthi Mawatha (Havelock Road),2,1,flat_tire,0.3,5,59,2,Wednesday,3,33,2026-03-11T05:59:00,3.6,MEDIUM,0.5,0.135,0.15,0.85,0.3,0.0,0.0,0.0,-1
INC-0270,6.765145,79.936171,tertiary,Madapatha Road,2,1,flat_tire,0.3,19,7,2,Wednesday,4,41,2026-04-24T19:07:00,4.8,MEDIUM,0.5,0.413,0.75,0.35,0.3,0.62,9.4,30.0,-1
INC-0271,6.843381,80.062174,secondary,Godagama-Padukka Road,2,1,accident_minor,0.5,17,44,6,Sunday,8,43,2026-08-24T17:44:00,4.2,MEDIUM,0.5,0.266,0.38,0.5,0.5,0.0,0.0,0.0,-1
INC-0272,6.890327,80.016955,secondary,Habarakada-Ranala Road,2,1,flat_tire,0.3,5,26,0,Monday,2,33,2026-02-06T05:26:00,3.0,MEDIUM,0.5,0.105,0.15,0.5,0.3,0.0,0.0,0.0,-1
INC-0273,6.813122,80.096388,tertiary,Malagala Road,2,1,accident_minor,0.5,9,36,5,Saturday,5,10,2026-05-10T09:36:00,4.2,MEDIUM,0.5,0.281,0.51,0.35,0.5,0.04,0.8,0.9,-1
INC-0274,6.899265,80.087762,trunk,High Level Road,1,1,overheating,0.5,15,28,1,Tuesday,4,25,2026-04-17T15:28:00,7.3,HIGH,1.0,0.585,0.65,0.85,0.5,6.5,130.0,74.3,-1
INC-0275,6.934166,80.190908,trunk,High Level Road,2,1,engine_failure,0.7,15,36,2,Wednesday,2,56,2026-02-13T15:36:00,6.3,HIGH,0.5,0.585,0.65,0.85,0.7,2.25,67.5,25.7,-1
INC-0276,6.798591,79.94005,primary,Piliyandala Bypass Road,2,1,engine_failure,0.7,9,50,1,Tuesday,5,82,2026-05-14T09:50:00,6.9,HIGH,0.5,0.722,0.85,0.7,0.7,3.5,105.0,140.0,-1
INC-0277,6.903304,79.894182,secondary,Nawala Road,2,1,flat_tire,0.3,19,3,2,Wednesday,12,32,2026-12-24T19:03:00,5.3,HIGH,0.5,0.525,0.75,0.5,0.3,0.83,12.5,30.0,-1
INC-0278,6.902327,79.869839,primary,Bauddhaloka Mawatha,2,1,flat_tire,0.3,18,34,5,Saturday,8,26,2026-08-22T18:34:00,5.2,HIGH,0.5,0.51,0.6,0.7,0.3,0.5,7.5,7.5,-1
INC-0279,6.904282,79.960741,primary,Kaduwela Road (New Kandy Road),2,1,accident_minor,0.5,8,20,0,Monday,5,67,2026-05-17T08:20:00,7.2,HIGH,0.5,0.85,1.0,0.7,0.5,3.75,84.4,22.5,-1
INC-0280,6.953196,79.894992,living_street,Unknown,2,1,engine_failure,0.7,13,53,0,Monday,11,88,2026-11-07T13:53:00,4.1,MEDIUM,0.5,0.18,0.6,0.1,0.7,0.12,3.8,15.0,-1
INC-0281,6.782208,79.994015,primary,Colombo - Horana Road,2,1,fuel_empty,0.2,9,45,0,Monday,6,14,2026-06-17T09:45:00,6.1,HIGH,0.5,0.722,0.85,0.7,0.2,1.17,11.7,46.7,-1
INC-0282,6.90162,80.087747,trunk,High Level Road,2,1,fuel_empty,0.2,14,54,2,Wednesday,6,20,2026-06-11T14:54:00,5.2,HIGH,0.5,0.495,0.55,0.85,0.2,0.25,2.5,2.2,-1
INC-0283,6.73059,79.89659,trunk,Galle Road New Deviation,2,1,fuel_empty,0.2,11,10,6,Sunday,3,19,2026-03-18T11:10:00,3.8,MEDIUM,0.5,0.198,0.22,0.85,0.2,0.0,0.0,0.0,-1
INC-0284,6.91617,80.000832,secondary,Kaduwela – Athurugiriya Road,2,1,engine_failure,0.7,16,46,3,Thursday,3,77,2026-03-16T16:46:00,6.0,HIGH,0.5,0.56,0.8,0.5,0.7,2.0,60.0,90.0,-1
INC-0285,6.849869,79.879493,primary,Nikape Road (Dehiwela-Maharagama Road),2,1,flat_tire,0.3,0,16,5,Saturday,8,37,2026-08-19T00:16:00,2.9,LOW,0.5,0.026,0.03,0.7,0.3,0.0,0.0,0.0,-1
INC-0286,6.817078,79.960151,secondary,Piliyandala - Kottawa Road,2,1,battery_dead,0.3,5,2,4,Friday,10,30,2026-10-21T05:02:00,3.0,MEDIUM,0.5,0.105,0.15,0.5,0.3,0.0,0.0,0.0,-1
INC-0287,6.949979,80.200933,trunk,High Level Road,2,1,fuel_empty,0.2,9,55,3,Thursday,3,27,2026-03-19T09:55:00,6.4,HIGH,0.5,0.765,0.85,0.85,0.2,1.75,17.5,46.7,-1
INC-0288,6.849153,79.978839,motorway,Outer Circular Highway,2,1,flat_tire,0.3,1,7,4,Friday,9,17,2026-09-01T01:07:00,3.3,MEDIUM,0.5,0.028,0.03,1.0,0.3,0.0,0.0,0.0,12
INC-0289,6.823711,79.985896,motorway,Southern Expressway,2,1,accident_minor,0.5,7,8,4,Friday,4,73,2026-04-06T07:08:00,7.0,HIGH,0.5,0.76,0.8,1.0,0.5,4.12,92.8,67.5,5
INC-0290,6.940125,79.890845,residential,Unknown,2,1,accident_minor,0.5,17,44,6,Sunday,11,55,2026-11-06T17:44:00,3.4,MEDIUM,0.5,0.152,0.38,0.15,0.5,0.0,0.0,0.0,-1
INC-0291,6.845036,79.955915,tertiary,Old Kottawa Road,2,1,flat_tire,0.3,14,41,1,Tuesday,6,38,2026-06-28T14:41:00,4.1,MEDIUM,0.5,0.303,0.55,0.35,0.3,0.12,1.9,3.3,-1
INC-0292,6.87333,79.877817,secondary,Balapokuna Road,2,1,flat_tire,0.3,19,2,4,Friday,8,41,2026-08-23T19:02:00,5.3,HIGH,0.5,0.525,0.75,0.5,0.3,0.83,12.5,30.0,14
INC-0293,6.942714,79.906,living_street,Unknown,2,1,engine_failure,0.7,13,0,3,Thursday,5,84,2026-05-13T13:00:00,4.1,MEDIUM,0.5,0.18,0.6,0.1,0.7,0.12,3.8,15.0,-1
INC-0294,6.930288,79.880995,residential,Abhaya Place,2,1,flat_tire,0.3,19,22,5,Saturday,10,18,2026-10-10T19:22:00,3.3,MEDIUM,0.5,0.18,0.45,0.15,0.3,0.0,0.0,0.0,-1
INC-0295,6.877508,79.893239,secondary,Pagoda Road,2,1,accident_minor,0.5,17,49,1,Tuesday,12,48,2026-12-14T17:49:00,6.3,HIGH,0.5,0.665,0.95,0.5,0.5,2.25,50.6,180.0,22
INC-0296,6.917315,79.983367,motorway,Outer Circular Highway,2,1,accident_minor,0.5,7,22,4,Friday,12,63,2026-12-23T07:22:00,7.0,HIGH,0.5,0.76,0.8,1.0,0.5,4.12,92.8,67.5,-1
INC-0297,6.943611,79.932204,primary,Ambatale Road,2,1,battery_dead,0.3,18,10,1,Tuesday,1,29,2026-01-15T18:10:00,6.9,HIGH,0.5,0.85,1.0,0.7,0.3,2.08,26.0,12.5,-1
INC-0298,6.780424,79.980028,motorway,Southern Expressway,2,2,accident_major,1.0,16,16,0,Monday,2,97,2026-02-08T16:16:00,9.0,CRITICAL,1.0,0.76,0.8,1.0,1.0,15.0,1760.0,180.0,15
INC-0299,6.895157,80.103939,tertiary,Pahathgama-Diddeniya Road,2,1,flat_tire,0.3,18,28,6,Sunday,9,39,2026-09-01T18:28:00,3.6,MEDIUM,0.5,0.22,0.4,0.35,0.3,0.0,0.0,0.0,-1
INC-0300,6.902686,79.854629,trunk,R. A. de Mel Mawatha,3,1,accident_minor,0.5,20,50,2,Wednesday,1,47,2026-01-06T20:50:00,4.8,MEDIUM,0.333,0.405,0.45,0.85,0.5,0.0,0.0,0.0,-1
INC-0301,6.862592,80.026504,primary,Malabe - Godagama Road,2,1,overheating,0.5,7,57,0,Monday,1,46,2026-01-28T07:57:00,6.3,HIGH,0.5,0.68,0.8,0.7,0.5,2.0,40.0,60.0,-1
INC-0302,6.938124,79.964007,primary,Avissawella Road(Colombo-Hanwella Low Level Road),2,2,accident_major,1.0,21,43,0,Monday,4,90,2026-04-15T21:43:00,6.3,HIGH,1.0,0.255,0.3,0.7,1.0,6.0,360.0,51.4,-1
INC-0303,6.92526,79.976704,motorway,Outer Circular Highway,2,1,engine_failure,0.7,13,18,3,Thursday,10,60,2026-10-17T13:18:00,6.4,HIGH,0.5,0.57,0.6,1.0,0.7,1.83,55.0,15.0,-1
INC-0304,6.855983,80.096563,living_street,Unknown,2,1,engine_failure,0.7,13,17,3,Thursday,3,70,2026-03-12T13:17:00,4.1,MEDIUM,0.5,0.18,0.6,0.1,0.7,0.12,3.8,15.0,-1
INC-0305,6.872644,79.971426,tertiary,Horahena Road,2,1,battery_dead,0.3,8,36,5,Saturday,2,27,2026-02-16T08:36:00,4.2,MEDIUM,0.5,0.33,0.6,0.35,0.3,0.21,2.6,6.2,-1
INC-0306,6.940868,80.129137,trunk,High Level Road,2,1,accident_minor,0.5,18,22,3,Thursday,2,53,2026-02-09T18:22:00,7.5,HIGH,0.5,0.9,1.0,0.85,0.5,5.62,126.6,22.5,-1
INC-0307,6.796571,79.940808,primary,Piliyandala Bypass Road,2,2,accident_major,1.0,18,27,6,Sunday,12,208,2026-12-21T18:27:00,6.7,HIGH,1.0,0.34,0.4,0.7,1.0,8.0,480.0,80.0,-1
INC-0308,6.954451,80.209042,trunk,High Level Road,2,1,flat_tire,0.3,6,12,0,Monday,6,21,2026-06-22T06:12:00,4.9,MEDIUM,0.5,0.405,0.45,0.85,0.3,0.0,0.0,0.0,2
INC-0309,6.935836,80.174723,trunk,High Level Road,2,1,engine_failure,0.7,19,45,1,Tuesday,6,63,2026-06-24T19:45:00,6.8,HIGH,0.5,0.675,0.75,0.85,0.7,3.75,112.5,60.0,-1
INC-0310,6.907975,80.07892,primary,Avissawella Road(Colombo-Hanwella Low Level Road),2,1,flat_tire,0.3,18,37,3,Thursday,6,30,2026-06-20T18:37:00,6.9,HIGH,0.5,0.85,1.0,0.7,0.3,2.5,37.5,15.0,-1
INC-0311,6.884887,80.006713,secondary,Kaduwela – Athurugiriya Road,2,1,accident_minor,0.5,21,59,2,Wednesday,1,33,2026-01-20T21:59:00,3.9,MEDIUM,0.5,0.21,0.3,0.5,0.5,0.0,0.0,0.0,-1
INC-0312,6.844393,79.925646,primary,Dehiwela Road (Dehiwela-Maharagama Road),2,1,flat_tire,0.3,19,53,0,Monday,11,23,2026-11-15T19:53:00,5.8,HIGH,0.5,0.637,0.75,0.7,0.3,1.25,18.8,30.0,-1
INC-0313,6.829438,79.975301,secondary,Kottawa-Thalagala Road,2,1,flat_tire,0.3,9,31,2,Wednesday,9,35,2026-09-01T09:31:00,5.6,HIGH,0.5,0.595,0.85,0.5,0.3,1.17,17.5,70.0,-1
INC-0314,6.874302,79.881607,trunk,High Level Road,2,1,accident_minor,0.5,16,52,3,Thursday,7,28,2026-07-04T16:52:00,6.7,HIGH,0.5,0.72,0.8,0.85,0.5,3.38,75.9,67.5,14
INC-0315,6.91382,80.130312,tertiary,Boralugoda-Mawalagama Road,2,1,flat_tire,0.3,19,32,3,Thursday,8,32,2026-08-08T19:32:00,4.8,MEDIUM,0.5,0.413,0.75,0.35,0.3,0.62,9.4,30.0,-1
INC-0316,6.931607,80.097507,residential,Unknown,2,1,accident_minor,0.5,13,59,2,Wednesday,10,47,2026-10-04T13:59:00,4.0,MEDIUM,0.5,0.24,0.6,0.15,0.5,0.19,4.2,11.2,-1
INC-0317,6.946743,79.91207,primary,Ambatale Road,2,1,overheating,0.5,18,31,3,Thursday,11,31,2026-11-15T18:31:00,7.2,HIGH,0.5,0.85,1.0,0.7,0.5,3.33,66.7,20.0,-1
INC-0318,6.87992,79.891141,primary,Jinadasa Niyathapala Mawatha (Nawala Road),2,2,accident_major,1.0,16,56,3,Thursday,10,142,2026-10-27T16:56:00,8.4,CRITICAL,1.0,0.68,0.8,0.7,1.0,15.0,960.0,180.0,22
INC-0319,6.812855,79.962328,tertiary,Pubudu Mawatha,2,1,flat_tire,0.3,18,39,5,Saturday,12,35,2026-12-11T18:39:00,4.2,MEDIUM,0.5,0.33,0.6,0.35,0.3,0.25,3.8,7.5,-1
INC-0320,6.797668,79.911888,tertiary,Dampe Road,2,1,engine_failure,0.7,13,46,0,Monday,2,55,2026-02-26T13:46:00,4.8,MEDIUM,0.5,0.33,0.6,0.35,0.7,0.5,15.0,15.0,-1
INC-0321,6.870382,79.978411,motorway,Outer Circular Highway,2,1,flat_tire,0.3,17,10,0,Monday,1,23,2026-01-18T17:10:00,7.4,HIGH,0.5,0.902,0.95,1.0,0.3,4.12,61.9,180.0,4
INC-0322,6.871039,79.885976,trunk,High Level Road,4,1,overheating,0.5,21,5,1,Tuesday,6,55,2026-06-18T21:05:00,3.9,MEDIUM,0.25,0.27,0.3,0.85,0.5,0.0,0.0,0.0,14
INC-0323,6.885404,79.87658,trunk,Kirulapone Avenue,3,1,flat_tire,0.3,13,2,1,Tuesday,8,22,2026-08-12T13:02:00,5.1,HIGH,0.333,0.54,0.6,0.85,0.3,0.0,0.0,0.0,-1
INC-0324,6.84236,79.980077,motorway,Southern Expressway,2,1,overheating,0.5,15,30,1,Tuesday,6,44,2026-06-09T15:30:00,6.3,HIGH,0.5,0.617,0.65,1.0,0.5,1.83,36.7,17.1,12
INC-0325,6.826284,79.86944,trunk,Galle Road,3,1,overheating,0.5,23,58,6,Sunday,9,64,2026-09-12T23:58:00,3.0,MEDIUM,0.333,0.036,0.04,0.85,0.5,0.0,0.0,0.0,-1
INC-0326,6.926775,80.013383,primary,Avissawella Road(Colombo-Hanwella Low Level Road),2,1,flat_tire,0.3,16,25,0,Monday,12,17,2026-12-19T16:25:00,6.1,HIGH,0.5,0.68,0.8,0.7,0.3,1.5,22.5,45.0,-1
INC-0327,6.920291,79.974397,primary,Kaduwela Road (New Kandy Road),2,1,engine_failure,0.7,17,42,3,Thursday,2,58,2026-02-02T17:42:00,7.3,HIGH,0.5,0.807,0.95,0.7,0.7,4.5,135.0,180.0,-1
INC-0328,6.882881,79.939442,tertiary,Wickramasinghe Pura Road,2,2,accident_major,1.0,8,0,2,Wednesday,1,75,2026-01-27T08:00:00,7.9,HIGH,1.0,0.55,1.0,0.35,1.0,10.0,600.0,60.0,-1
INC-0329,6.902528,80.006106,secondary,Kaduwela – Athurugiriya Road,2,1,fuel_empty,0.2,19,43,0,Monday,10,12,2026-10-04T19:43:00,5.1,HIGH,0.5,0.525,0.75,0.5,0.2,0.56,5.6,20.0,-1
INC-0330,6.815251,79.875864,residential,Unknown,2,1,engine_failure,0.7,19,7,4,Friday,6,70,2026-06-05T19:07:00,4.8,MEDIUM,0.5,0.3,0.75,0.15,0.7,0.62,18.8,60.0,-1
INC-0331,6.881753,79.927802,secondary,Japan Sri Lanka Friendship Road,2,1,engine_failure,0.7,19,44,0,Monday,9,35,2026-09-22T19:44:00,5.9,HIGH,0.5,0.525,0.75,0.5,0.7,1.67,50.0,60.0,-1
INC-0332,6.815818,79.94893,tertiary,Gorakapitiya Road,2,1,fuel_empty,0.2,20,48,2,Wednesday,10,10,2026-10-14T20:48:00,3.6,MEDIUM,0.5,0.248,0.45,0.35,0.2,0.0,0.0,0.0,-1
INC-0333,6.905117,79.851731,trunk,Galle Road,4,1,overheating,0.5,11,52,2,Wednesday,4,40,2026-04-01T11:52:00,5.0,HIGH,0.25,0.495,0.55,0.85,0.5,0.0,0.0,0.0,-1
INC-0334,6.909041,79.8973,trunk,Sri Jayewardenepura Mawatha,3,1,flat_tire,0.3,6,57,6,Sunday,6,21,2026-06-02T06:57:00,3.3,MEDIUM,0.333,0.162,0.18,0.85,0.3,0.0,0.0,0.0,11
INC-0335,6.952948,80.211373,trunk,Avissawella - Ratnapura Road (bypass),2,1,flat_tire,0.3,12,10,3,Thursday,5,28,2026-05-03T12:10:00,5.7,HIGH,0.5,0.585,0.65,0.85,0.3,1.12,16.9,12.9,2
INC-0336,6.893743,79.861836,trunk,Sri Sambuddhatwa Jayanthi Mawatha (Havelock Road),4,1,engine_failure,0.7,19,25,5,Saturday,5,63,2026-05-14T19:25:00,4.9,MEDIUM,0.25,0.405,0.45,0.85,0.7,0.0,0.0,0.0,-1
INC-0337,6.87249,79.874371,primary,Dutugemunu Street,2,1,accident_minor,0.5,14,51,1,Tuesday,8,39,2026-08-09T14:51:00,5.3,HIGH,0.5,0.468,0.55,0.7,0.5,0.38,8.4,5.0,9
INC-0338,6.946214,79.869611,tertiary,Parakrama Road,2,1,accident_minor,0.5,10,57,6,Sunday,5,46,2026-05-01T10:57:00,3.3,MEDIUM,0.5,0.132,0.24,0.35,0.5,0.0,0.0,0.0,3
INC-0339,6.910914,79.890519,primary,Cotta Road,2,1,fuel_empty,0.2,19,35,4,Friday,8,10,2026-08-24T19:35:00,5.7,HIGH,0.5,0.637,0.75,0.7,0.2,0.83,8.3,20.0,11
INC-0340,6.851737,80.032952,trunk,High Level Road,2,1,engine_failure,0.7,6,52,4,Friday,9,65,2026-09-25T06:52:00,5.5,HIGH,0.5,0.405,0.45,0.85,0.7,0.0,0.0,0.0,6
INC-0341,6.94163,79.837444,secondary,Unknown,2,1,engine_failure,0.7,17,39,1,Tuesday,6,72,2026-06-21T17:39:00,6.6,HIGH,0.5,0.665,0.95,0.5,0.7,3.0,90.0,180.0,-1
INC-0342,6.909662,79.878391,primary,Bauddhaloka Mawatha,2,1,fuel_empty,0.2,19,22,3,Thursday,5,13,2026-05-25T19:22:00,5.7,HIGH,0.5,0.637,0.75,0.7,0.2,0.83,8.3,20.0,-1
INC-0343,6.879075,79.890925,primary,Jinadasa Niyathapala Mawatha (Nawala Road),2,1,engine_failure,0.7,7,47,5,Saturday,6,49,2026-06-04T07:47:00,5.3,HIGH,0.5,0.408,0.48,0.7,0.7,0.0,0.0,0.0,22
INC-0344,6.843952,79.979502,motorway,Outer Circular Highway,2,1,accident_minor,0.5,17,58,2,Wednesday,10,64,2026-10-10T17:58:00,7.7,HIGH,0.5,0.902,0.95,1.0,0.5,6.19,139.2,180.0,12
INC-0345,6.929048,79.973218,motorway,Outer Circular Highway,2,1,engine_failure,0.7,14,16,6,Sunday,10,31,2026-10-22T14:16:00,4.8,MEDIUM,0.5,0.209,0.22,1.0,0.7,0.0,0.0,0.0,-1
INC-0346,6.935439,79.872466,trunk,Sri Saddharma Mawatha,2,2,accident_major,1.0,18,37,4,Friday,9,148,2026-09-19T18:37:00,9.5,CRITICAL,1.0,0.9,1.0,0.85,1.0,15.0,1800.0,60.0,21
INC-0347,6.823144,79.975881,tertiary,Papliwala Road,2,1,overheating,0.5,18,39,1,Tuesday,7,34,2026-07-27T18:39:00,5.9,HIGH,0.5,0.55,1.0,0.35,0.5,1.67,33.3,20.0,-1
INC-0348,6.797021,80.050891,secondary,Kottawa Thalagala Road,2,1,flat_tire,0.3,6,8,2,Wednesday,6,38,2026-06-20T06:08:00,4.1,MEDIUM,0.5,0.315,0.45,0.5,0.3,0.0,0.0,0.0,-1
INC-0349,6.753432,79.887863,trunk,Galle Road New Deviation,2,1,battery_dead,0.3,17,11,4,Friday,7,34,2026-07-01T17:11:00,7.0,HIGH,0.5,0.855,0.95,0.85,0.3,2.81,35.2,180.0,0
INC-0350,6.7797,79.999422,primary,Colombo - Horana Road,2,1,engine_failure,0.7,20,48,0,Monday,4,10,2026-04-03T20:48:00,5.2,HIGH,0.5,0.383,0.45,0.7,0.7,0.0,0.0,0.0,-1
INC-0351,6.904963,79.869731,tertiary,Vidya Road,2,2,accident_major,1.0,21,54,1,Tuesday,11,202,2026-11-19T21:54:00,5.5,HIGH,1.0,0.165,0.3,0.35,1.0,3.0,180.0,51.4,-1
INC-0352,6.934306,79.856609,secondary,Mihindu Mawatha,2,1,engine_failure,0.7,9,15,5,Saturday,3,94,2026-03-19T09:15:00,5.0,HIGH,0.5,0.357,0.51,0.5,0.7,0.07,2.0,1.2,23
