Q1_intent,Q2_engine_start,Q2b_running_issue,Q3_sound,Q3b_electrical,Q4_noise_detail,Q7_overheat_detail,Q8_smoke_color,Q_brake_detail,Q_gear_detail,Q6_smells,Q5_lights,Q9_recent,recent_rain,parked_overnight,last_fueled,vehicle_make,fuel_type,service_type,source
WEIRD_BEHAVIOR,STARTS_BUT_ISSUE,NOISE,NOT_ASKED,NOT_ASKED,SQUEAL,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_OIL,"[""BATTERY"", ""TEMPERATURE""]","[""OVERHEATING_BEFORE"", ""UNUSUAL_NOISE""]",MONSOON,OUTDOOR,TODAY_USUAL,Honda,PETROL,BELT_BROKEN,synthetic_template
ENGINE_PROBLEM,STARTS_NORMAL,NOISE,NOT_ASKED,NOT_ASKED,GRIND,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""OVERHEATING_BEFORE""]",NONE,OUTDOOR,WITHIN_WEEK,Toyota,HYBRID,BELT_BROKEN,synthetic_template
ENGINE_PROBLEM,STARTS_NORMAL,NOISE,NOT_ASKED,NOT_ASKED,SQUEAL,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_OIL,"[""TEMPERATURE""]","[""NO_SIGNS""]",MONSOON,OUTDOOR,WITHIN_WEEK,Mitsubishi,DIESEL,BELT_BROKEN,synthetic_template
WEIRD_BEHAVIOR,STARTS_BUT_ISSUE,NOISE,NOT_ASKED,NOT_ASKED,SQUEAL,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_OIL,"[""BATTERY""]","[""NO_SIGNS""]",NONE,OUTDOOR,WITHIN_WEEK,Mitsubishi,DIESEL,BELT_BROKEN,synthetic_template
ENGINE_PROBLEM,STARTS_BUT_ISSUE,NOISE,NOT_ASKED,NOT_ASKED,SQUEAL,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_OIL,"[""NONE""]","[""LIGHTS_FLICKER"", ""OVERHEATING_BEFORE"", ""UNUSUAL_NOISE""]",NONE,OUTDOOR,WITHIN_WEEK,Suzuki,PETROL,BELT_BROKEN,synthetic_template
WEIRD_BEHAVIOR,STARTS_BUT_ISSUE,NOISE,NOT_ASKED,NOT_ASKED,SQUEAL,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_OIL,"[""BATTERY"", ""TEMPERATURE""]","[""OVERHEATING_BEFORE"", ""UNUSUAL_NOISE""]",NONE,OUTDOOR,WITHIN_WEEK,Honda,PETROL,BELT_BROKEN,synthetic_template
ENGINE_PROBLEM,STARTS_NORMAL,NOISE,NOT_ASKED,NOT_ASKED,SQUEAL,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_OIL,"[""TEMPERATURE""]","[""NO_SIGNS""]",YESTERDAY,OUTDOOR,TODAY_USUAL,Toyota,HYBRID,BELT_BROKEN,synthetic_template
ENGINE_PROBLEM,STARTS_NORMAL,NOISE,NOT_ASKED,NOT_ASKED,SQUEAL,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_OIL,"[""TEMPERATURE""]","[""NO_SIGNS""]",NONE,INDOOR,WITHIN_WEEK,Toyota,PETROL,BELT_BROKEN,synthetic_template
ENGINE_PROBLEM,STARTS_BUT_ISSUE,NOISE,NOT_ASKED,NOT_ASKED,WHINE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_OIL,"[""BATTERY""]","[""LIGHTS_FLICKER""]",WITHIN_3_DAYS,OUTDOOR,TODAY_USUAL,Honda,PETROL,BELT_BROKEN,synthetic_template
WEIRD_BEHAVIOR,STARTS_NORMAL,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,TRAFFIC_ONLY,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY"", ""CHECK_ENGINE"", ""TEMPERATURE""]","[""OVERHEATING_BEFORE""]",NONE,INDOOR,WITHIN_WEEK,Suzuki,PETROL,BELT_BROKEN,synthetic_template
ENGINE_PROBLEM,STARTS_BUT_ISSUE,NOISE,NOT_ASKED,NOT_ASKED,SQUEAL,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_OIL,"[""NONE""]","[""LIGHTS_FLICKER"", ""OVERHEATING_BEFORE"", ""UNUSUAL_NOISE""]",NONE,INDOOR,TODAY_USUAL,Suzuki,PETROL,BELT_BROKEN,synthetic_template
WEIRD_BEHAVIOR,STARTS_BUT_ISSUE,NOISE,NOT_ASKED,NOT_ASKED,SQUEAL,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_OIL,"[""BATTERY"", ""TEMPERATURE""]","[""LIGHTS_FLICKER"", ""OVERHEATING_BEFORE"", ""UNUSUAL_NOISE""]",NONE,INDOOR,WITHIN_WEEK,Toyota,PETROL,BELT_BROKEN,synthetic_template
WONT_START,STARTS_BUT_ISSUE,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE"", ""TEMPERATURE""]","[""OVERHEATING_BEFORE"", ""UNUSUAL_NOISE""]",MONSOON,OUTDOOR,WITHIN_WEEK,Nissan,DIESEL,BELT_BROKEN,synthetic_template
ENGINE_PROBLEM,STARTS_NORMAL,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY"", ""CHECK_ENGINE""]","[""OVERHEATING_BEFORE""]",NONE,OUTDOOR,TODAY_USUAL,Honda,PETROL,BELT_BROKEN,synthetic_template
WEIRD_BEHAVIOR,STARTS_BUT_ISSUE,NOISE,NOT_ASKED,NOT_ASKED,SQUEAL,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_OIL,"[""BATTERY""]","[""NO_SIGNS""]",YESTERDAY,OUTDOOR,TODAY_USUAL,Toyota,HYBRID,BELT_BROKEN,synthetic_template
ENGINE_PROBLEM,STARTS_NORMAL,NOISE,NOT_ASKED,NOT_ASKED,GRIND,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""OVERHEATING_BEFORE""]",WITHIN_3_DAYS,INDOOR,TODAY_NEW_STATION,Suzuki,PETROL,BELT_BROKEN,synthetic_template
WEIRD_BEHAVIOR,STARTS_NORMAL,NOISE,NOT_ASKED,NOT_ASKED,SQUEAL,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""UNUSUAL_NOISE""]",YESTERDAY,INDOOR,OVER_WEEK,Nissan,PETROL,BELT_BROKEN,synthetic_template
ENGINE_PROBLEM,STARTS_BUT_ISSUE,NOISE,NOT_ASKED,NOT_ASKED,SQUEAL,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_OIL,"[""NONE""]","[""LIGHTS_FLICKER"", ""OVERHEATING_BEFORE"", ""UNUSUAL_NOISE""]",NONE,OUTDOOR,WITHIN_WEEK,Toyota,PETROL,BELT_BROKEN,synthetic_template
ENGINE_PROBLEM,STARTS_BUT_ISSUE,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_OIL,"[""BATTERY"", ""CHECK_ENGINE""]","[""OVERHEATING_BEFORE"", ""UNUSUAL_NOISE""]",NONE,OUTDOOR,WITHIN_WEEK,Toyota,PETROL,BELT_BROKEN,synthetic_template
WEIRD_BEHAVIOR,STARTS_NORMAL,NOISE,NOT_ASKED,NOT_ASKED,SQUEAL,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""UNUSUAL_NOISE""]",YESTERDAY,OUTDOOR,TODAY_USUAL,Nissan,DIESEL,BELT_BROKEN,synthetic_template
WEIRD_BEHAVIOR,STARTS_NORMAL,NOISE,NOT_ASKED,NOT_ASKED,SQUEAL,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""UNUSUAL_NOISE""]",NONE,INDOOR,WITHIN_WEEK,Toyota,HYBRID,BELT_BROKEN,synthetic_template
WONT_START,STARTS_BUT_ISSUE,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE"", ""TEMPERATURE""]","[""OVERHEATING_BEFORE"", ""UNUSUAL_NOISE""]",WITHIN_3_DAYS,INDOOR,WITHIN_WEEK,Suzuki,PETROL,BELT_BROKEN,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,NO_SMELL,"[""BRAKE""]","[""UNUSUAL_NOISE""]",WITHIN_3_DAYS,INDOOR,OVER_WEEK,Toyota,PETROL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,BURNING_ELECTRICAL,"[""BRAKE"", ""NONE""]","[""UNUSUAL_NOISE"", ""NO_SIGNS""]",YESTERDAY,OUTDOOR,WITHIN_WEEK,Honda,HYBRID,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,GRINDING,NOT_ASKED,BURNING_OIL,"[""BRAKE""]","[""UNUSUAL_NOISE""]",WITHIN_3_DAYS,OUTDOOR,WITHIN_WEEK,Suzuki,PETROL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,GRINDING,NOT_ASKED,NO_SMELL,"[""NONE""]","[""UNUSUAL_NOISE""]",WITHIN_3_DAYS,OUTDOOR,TODAY_USUAL,Honda,PETROL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,BURNING_OIL,"[""CHECK_ENGINE"", ""NONE""]","[""LOSS_OF_POWER"", ""UNUSUAL_NOISE""]",MONSOON,INDOOR,OVER_WEEK,Suzuki,PETROL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,NO_SMELL,"[""BRAKE""]","[""UNUSUAL_NOISE""]",YESTERDAY,OUTDOOR,WITHIN_WEEK,Mazda,PETROL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,NO_SMELL,"[""BRAKE""]","[""UNUSUAL_NOISE""]",YESTERDAY,OUTDOOR,WITHIN_WEEK,Toyota,HYBRID,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,GRINDING,NOT_ASKED,NO_SMELL,"[""NONE""]","[""UNUSUAL_NOISE""]",NONE,OUTDOOR,OVER_WEEK,Toyota,PETROL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,NO_SMELL,"[""BRAKE""]","[""UNUSUAL_NOISE""]",NONE,OUTDOOR,TODAY_NEW_STATION,Mazda,PETROL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,BURNING_ELECTRICAL,"[""BRAKE""]","[""NO_SIGNS""]",NONE,INDOOR,WITHIN_WEEK,Hyundai,PETROL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,BURNING_OIL,"[""CHECK_ENGINE"", ""BRAKE""]","[""NO_SIGNS""]",NONE,OUTDOOR,WITHIN_WEEK,Honda,HYBRID,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,BURNING_OIL,"[""ABS"", ""BRAKE""]","[""UNUSUAL_NOISE"", ""NO_SIGNS""]",WITHIN_3_DAYS,INDOOR,WITHIN_WEEK,Mazda,PETROL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,GRINDING,NOT_ASKED,NO_SMELL,"[""NONE""]","[""UNUSUAL_NOISE""]",NONE,OUTDOOR,WITHIN_WEEK,Honda,HYBRID,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,BURNING_ELECTRICAL,"[""BRAKE"", ""NONE""]","[""UNUSUAL_NOISE"", ""NO_SIGNS""]",WITHIN_3_DAYS,INDOOR,WITHIN_WEEK,Toyota,HYBRID,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,NO_SMELL,"[""ABS"", ""BRAKE""]","[""UNUSUAL_NOISE""]",MONSOON,INDOOR,OVER_WEEK,Mitsubishi,PETROL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,GRINDING,NOT_ASKED,NO_SMELL,"[""ABS"", ""BRAKE""]","[""LOSS_OF_POWER"", ""UNUSUAL_NOISE""]",NONE,OUTDOOR,TODAY_USUAL,Mitsubishi,DIESEL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,NO_SMELL,"[""ABS"", ""BRAKE""]","[""UNUSUAL_NOISE""]",MONSOON,OUTDOOR,WITHIN_WEEK,Suzuki,PETROL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,BURNING_ELECTRICAL,"[""BRAKE""]","[""NO_SIGNS""]",NONE,INDOOR,WITHIN_WEEK,Suzuki,PETROL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,GRINDING,NOT_ASKED,BURNING_OIL,"[""BRAKE""]","[""UNUSUAL_NOISE""]",MONSOON,OUTDOOR,OVER_WEEK,Hyundai,PETROL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,NO_SMELL,"[""BRAKE""]","[""UNUSUAL_NOISE""]",NONE,INDOOR,WITHIN_WEEK,Toyota,HYBRID,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,BURNING_ELECTRICAL,"[""BRAKE""]","[""NO_SIGNS""]",WITHIN_3_DAYS,OUTDOOR,TODAY_NEW_STATION,Suzuki,PETROL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,BURNING_ELECTRICAL,"[""BRAKE""]","[""NO_SIGNS""]",NONE,INDOOR,OVER_WEEK,Honda,HYBRID,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,GRINDING,NOT_ASKED,NO_SMELL,"[""ABS"", ""BRAKE""]","[""LOSS_OF_POWER"", ""UNUSUAL_NOISE""]",NONE,OUTDOOR,TODAY_USUAL,Honda,PETROL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SQUEALING,NOT_ASKED,BURNING_ELECTRICAL,"[""ABS"", ""BRAKE""]","[""NO_SIGNS""]",NONE,OUTDOOR,WITHIN_WEEK,Honda,HYBRID,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,NO_SMELL,"[""ABS"", ""BRAKE""]","[""UNUSUAL_NOISE""]",YESTERDAY,INDOOR,TODAY_USUAL,Toyota,PETROL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,GRINDING,NOT_ASKED,NO_SMELL,"[""NONE""]","[""UNUSUAL_NOISE""]",WITHIN_3_DAYS,INDOOR,TODAY_NEW_STATION,Nissan,PETROL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,BURNING_OIL,"[""CHECK_ENGINE"", ""NONE""]","[""LOSS_OF_POWER"", ""UNUSUAL_NOISE""]",MONSOON,OUTDOOR,WITHIN_WEEK,Hyundai,PETROL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,NO_SMELL,"[""BRAKE""]","[""UNUSUAL_NOISE""]",MONSOON,OUTDOOR,TODAY_USUAL,Suzuki,PETROL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,NO_SMELL,"[""ABS"", ""BRAKE""]","[""UNUSUAL_NOISE""]",NONE,OUTDOOR,TODAY_NEW_STATION,Suzuki,PETROL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,BURNING_OIL,"[""ABS"", ""BRAKE""]","[""UNUSUAL_NOISE"", ""NO_SIGNS""]",MONSOON,OUTDOOR,TODAY_USUAL,Toyota,HYBRID,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,NO_SMELL,"[""BRAKE""]","[""UNUSUAL_NOISE""]",WITHIN_3_DAYS,INDOOR,WITHIN_WEEK,Mitsubishi,DIESEL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,GRINDING,NOT_ASKED,NO_SMELL,"[""ABS"", ""BRAKE""]","[""LOSS_OF_POWER"", ""UNUSUAL_NOISE""]",WITHIN_3_DAYS,INDOOR,TODAY_USUAL,Honda,HYBRID,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,BURNING_ELECTRICAL,"[""BRAKE""]","[""NO_SIGNS""]",NONE,INDOOR,TODAY_USUAL,Kia,PETROL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,BURNING_OIL,"[""CHECK_ENGINE"", ""NONE""]","[""LOSS_OF_POWER"", ""UNUSUAL_NOISE""]",NONE,INDOOR,OVER_WEEK,Honda,HYBRID,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SQUEALING,NOT_ASKED,BURNING_ELECTRICAL,"[""ABS"", ""BRAKE""]","[""NO_SIGNS""]",NONE,INDOOR,WITHIN_WEEK,Hyundai,PETROL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,BURNING_ELECTRICAL,"[""BRAKE"", ""NONE""]","[""UNUSUAL_NOISE"", ""NO_SIGNS""]",WITHIN_3_DAYS,OUTDOOR,TODAY_USUAL,Nissan,DIESEL,BRAKE_FAILURE,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,GRINDING,NOT_ASKED,NO_SMELL,"[""NONE""]","[""UNUSUAL_NOISE""]",NONE,OUTDOOR,TODAY_USUAL,Suzuki,PETROL,BRAKE_PAD_WORN,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,PULL_ONE_SIDE,NOT_ASKED,BURNING_OIL,"[""NONE""]","[""UNUSUAL_NOISE""]",MONSOON,OUTDOOR,TODAY_USUAL,Honda,PETROL,BRAKE_PAD_WORN,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SQUEALING,NOT_ASKED,BURNING_OIL,"[""NONE""]","[""UNUSUAL_NOISE""]",NONE,INDOOR,WITHIN_WEEK,Suzuki,PETROL,BRAKE_PAD_WORN,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,GRINDING,NOT_ASKED,NO_SMELL,"[""NONE""]","[""UNUSUAL_NOISE""]",NONE,INDOOR,OVER_WEEK,Honda,HYBRID,BRAKE_PAD_WORN,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SQUEALING,NOT_ASKED,NO_SMELL,"[""BRAKE"", ""NONE""]","[""UNUSUAL_NOISE"", ""NO_SIGNS""]",YESTERDAY,INDOOR,WITHIN_WEEK,Mazda,DIESEL,BRAKE_PAD_WORN,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SQUEALING,NOT_ASKED,NO_SMELL,"[""BRAKE"", ""NONE""]","[""UNUSUAL_NOISE""]",NONE,OUTDOOR,WITHIN_WEEK,Mitsubishi,DIESEL,BRAKE_PAD_WORN,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,GRINDING,NOT_ASKED,BURNING_OIL,"[""BRAKE""]","[""UNUSUAL_NOISE""]",NONE,OUTDOOR,WITHIN_WEEK,Mazda,DIESEL,BRAKE_PAD_WORN,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,PULL_ONE_SIDE,NOT_ASKED,BURNING_OIL,"[""NONE""]","[""UNUSUAL_NOISE""]",NONE,OUTDOOR,WITHIN_WEEK,Honda,PETROL,BRAKE_PAD_WORN,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,GRINDING,NOT_ASKED,BURNING_OIL,"[""BRAKE""]","[""UNUSUAL_NOISE""]",WITHIN_3_DAYS,INDOOR,WITHIN_WEEK,Mitsubishi,PETROL,BRAKE_PAD_WORN,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,GRINDING,NOT_ASKED,NO_SMELL,"[""NONE""]","[""UNUSUAL_NOISE""]",WITHIN_3_DAYS,OUTDOOR,TODAY_USUAL,Hyundai,PETROL,BRAKE_PAD_WORN,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,GRINDING,NOT_ASKED,NO_SMELL,"[""NONE""]","[""UNUSUAL_NOISE""]",NONE,OUTDOOR,TODAY_USUAL,Mitsubishi,DIESEL,BRAKE_PAD_WORN,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,PULL_ONE_SIDE,NOT_ASKED,BURNING_ELECTRICAL,"[""NONE""]","[""UNUSUAL_NOISE"", ""NO_SIGNS""]",MONSOON,INDOOR,WITHIN_WEEK,Honda,HYBRID,BRAKE_PAD_WORN,synthetic_template
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SQUEALING,NOT_ASKED,NO_SMELL,"[""BRAKE""]","[""UNUSUAL_NOISE""]",WITHIN_3_DAYS,INDOOR,WITHIN_WEEK,Toyota,DIESEL,BRAKE_PAD_WORN,synthetic_template
